index,Rock1,Rock2,Model Rating
40,I_Basalt_02,M_Hornfels_08,6.0
41,I_Basalt_02,M_Marble_04,3.0
42,I_Basalt_02,M_Migmatite_08,6.0
43,I_Basalt_02,M_Phyllite_09,6.0
44,I_Basalt_02,M_Quartzite_09,6.0
45,I_Basalt_02,M_Schist_02,6.0
46,I_Basalt_02,M_Slate_09,5.0
47,I_Basalt_02,S_Bituminous Coal_10,5.0
48,I_Basalt_02,S_Breccia_11,6.0
49,I_Basalt_02,S_Chert_03,3.0
50,I_Basalt_02,S_Conglomerate_08,6.0
51,I_Basalt_02,S_Dolomite_12,6.0
52,I_Basalt_02,S_Micrite_09,6.0
53,I_Basalt_02,S_Rock Gypsum_02,5.0
54,I_Basalt_02,S_Rock Salt_12,4.0
55,I_Basalt_02,S_Sandstone_12,6.0
56,I_Basalt_02,S_Shale_04,6.0
57,I_Diorite_10,I_Gabbro_03,6.0
58,I_Diorite_10,I_Granite_11,6.0
59,I_Diorite_10,I_Obsidian_09,5.0
60,I_Diorite_10,I_Pegmatite_01,6.0
61,I_Diorite_10,I_Peridotite_11,6.0
62,I_Diorite_10,I_Pumice_06,6.0
63,I_Diorite_10,I_Rhyolite_11,6.0
64,I_Diorite_10,M_Amphibolite_07,6.0
65,I_Diorite_10,M_Anthracite_12,6.0
66,I_Diorite_10,M_Gneiss_07,5.0
67,I_Diorite_10,M_Hornfels_08,6.0
68,I_Diorite_10,M_Marble_04,6.0
69,I_Diorite_10,M_Migmatite_08,6.0
70,I_Diorite_10,M_Phyllite_09,6.0
71,I_Diorite_10,M_Quartzite_09,6.0
72,I_Diorite_10,M_Schist_02,6.0
73,I_Diorite_10,M_Slate_09,4.0
74,I_Diorite_10,S_Bituminous Coal_10,6.0
75,I_Diorite_10,S_Breccia_11,6.0
76,I_Diorite_10,S_Chert_03,5.0
77,I_Diorite_10,S_Conglomerate_08,5.0
78,I_Diorite_10,S_Dolomite_12,6.0
79,I_Diorite_10,S_Micrite_09,6.0
80,I_Diorite_10,S_Rock Gypsum_02,6.0
81,I_Diorite_10,S_Rock Salt_12,4.0
82,I_Diorite_10,S_Sandstone_12,4.0
83,I_Diorite_10,S_Shale_04,6.0
84,I_Gabbro_03,I_Granite_11,6.0
85,I_Gabbro_03,I_Obsidian_09,6.0
86,I_Gabbro_03,I_Pegmatite_01,6.0
87,I_Gabbro_03,I_Peridotite_11,6.0
88,I_Gabbro_03,I_Pumice_06,6.0
89,I_Gabbro_03,I_Rhyolite_11,6.0
90,I_Gabbro_03,M_Amphibolite_07,6.0
91,I_Gabbro_03,M_Anthracite_12,6.0
92,I_Gabbro_03,M_Gneiss_07,6.0
93,I_Gabbro_03,M_Hornfels_08,6.0
94,I_Gabbro_03,M_Marble_04,6.0
95,I_Gabbro_03,M_Migmatite_08,6.0
96,I_Gabbro_03,M_Phyllite_09,6.0
97,I_Gabbro_03,M_Quartzite_09,6.0
98,I_Gabbro_03,M_Schist_02,5.0
99,I_Gabbro_03,M_Slate_09,6.0
100,I_Gabbro_03,S_Bituminous Coal_10,6.0
101,I_Gabbro_03,S_Breccia_11,6.0
102,I_Gabbro_03,S_Chert_03,6.0
103,I_Gabbro_03,S_Conglomerate_08,6.0
104,I_Gabbro_03,S_Dolomite_12,6.0
105,I_Gabbro_03,S_Micrite_09,7.0
106,I_Gabbro_03,S_Rock Gypsum_02,6.0
107,I_Gabbro_03,S_Rock Salt_12,6.0
108,I_Gabbro_03,S_Sandstone_12,4.0
109,I_Gabbro_03,S_Shale_04,7.0
110,I_Granite_11,I_Obsidian_09,6.0
111,I_Granite_11,I_Pegmatite_01,6.0
112,I_Granite_11,I_Peridotite_11,6.0
113,I_Granite_11,I_Pumice_06,7.0
114,I_Granite_11,I_Rhyolite_11,6.0
115,I_Granite_11,M_Amphibolite_07,6.0
116,I_Granite_11,M_Anthracite_12,6.0
117,I_Granite_11,M_Gneiss_07,6.0
118,I_Granite_11,M_Hornfels_08,6.0
119,I_Granite_11,M_Marble_04,6.0
120,I_Granite_11,M_Migmatite_08,7.0
121,I_Granite_11,M_Phyllite_09,7.0
122,I_Granite_11,M_Quartzite_09,6.0
123,I_Granite_11,M_Schist_02,6.0
124,I_Granite_11,M_Slate_09,4.0
125,I_Granite_11,S_Bituminous Coal_10,6.0
126,I_Granite_11,S_Breccia_11,6.0
127,I_Granite_11,S_Chert_03,5.0
128,I_Granite_11,S_Conglomerate_08,5.0
129,I_Granite_11,S_Dolomite_12,6.0
130,I_Granite_11,S_Micrite_09,6.0
131,I_Granite_11,S_Rock Gypsum_02,6.0
132,I_Granite_11,S_Rock Salt_12,6.0
133,I_Granite_11,S_Sandstone_12,5.0
134,I_Granite_11,S_Shale_04,6.0
135,I_Obsidian_09,I_Pegmatite_01,3.0
136,I_Obsidian_09,I_Peridotite_11,5.0
137,I_Obsidian_09,I_Pumice_06,4.0
138,I_Obsidian_09,I_Rhyolite_11,6.0
139,I_Obsidian_09,M_Amphibolite_07,7.0
140,I_Obsidian_09,M_Anthracite_12,6.0
141,I_Obsidian_09,M_Gneiss_07,6.0
142,I_Obsidian_09,M_Hornfels_08,6.0
143,I_Obsidian_09,M_Marble_04,3.0
144,I_Obsidian_09,M_Migmatite_08,6.0
145,I_Obsidian_09,M_Phyllite_09,6.0
146,I_Obsidian_09,M_Quartzite_09,3.0
147,I_Obsidian_09,M_Schist_02,6.0
148,I_Obsidian_09,M_Slate_09,3.0
149,I_Obsidian_09,S_Bituminous Coal_10,6.0
150,I_Obsidian_09,S_Breccia_11,5.0
151,I_Obsidian_09,S_Chert_03,3.0
152,I_Obsidian_09,S_Conglomerate_08,7.0
153,I_Obsidian_09,S_Dolomite_12,3.0
154,I_Obsidian_09,S_Micrite_09,6.0
155,I_Obsidian_09,S_Rock Gypsum_02,6.0
156,I_Obsidian_09,S_Rock Salt_12,5.0
157,I_Obsidian_09,S_Sandstone_12,6.0
158,I_Obsidian_09,S_Shale_04,7.0
159,I_Pegmatite_01,I_Peridotite_11,4.0
160,I_Pegmatite_01,I_Pumice_06,5.0
161,I_Pegmatite_01,I_Rhyolite_11,3.0
162,I_Pegmatite_01,M_Amphibolite_07,6.0
163,I_Pegmatite_01,M_Anthracite_12,6.0
164,I_Pegmatite_01,M_Gneiss_07,6.0
165,I_Pegmatite_01,M_Hornfels_08,5.0
166,I_Pegmatite_01,M_Marble_04,3.0
167,I_Pegmatite_01,M_Migmatite_08,6.0
168,I_Pegmatite_01,M_Phyllite_09,6.0
169,I_Pegmatite_01,M_Quartzite_09,6.0
170,I_Pegmatite_01,M_Schist_02,6.0
171,I_Pegmatite_01,M_Slate_09,3.0
172,I_Pegmatite_01,S_Bituminous Coal_10,6.0
173,I_Pegmatite_01,S_Breccia_11,6.0
174,I_Pegmatite_01,S_Chert_03,3.0
175,I_Pegmatite_01,S_Conglomerate_08,6.0
176,I_Pegmatite_01,S_Dolomite_12,6.0
177,I_Pegmatite_01,S_Micrite_09,7.0
178,I_Pegmatite_01,S_Rock Gypsum_02,6.0
179,I_Pegmatite_01,S_Rock Salt_12,4.0
180,I_Pegmatite_01,S_Sandstone_12,4.0
181,I_Pegmatite_01,S_Shale_04,6.0
182,I_Peridotite_11,I_Pumice_06,6.0
183,I_Peridotite_11,I_Rhyolite_11,5.0
184,I_Peridotite_11,M_Amphibolite_07,6.0
185,I_Peridotite_11,M_Anthracite_12,6.0
186,I_Peridotite_11,M_Gneiss_07,5.0
187,I_Peridotite_11,M_Hornfels_08,6.0
188,I_Peridotite_11,M_Marble_04,3.0
189,I_Peridotite_11,M_Migmatite_08,5.0
190,I_Peridotite_11,M_Phyllite_09,7.0
191,I_Peridotite_11,M_Quartzite_09,6.0
192,I_Peridotite_11,M_Schist_02,5.0
193,I_Peridotite_11,M_Slate_09,5.0
194,I_Peridotite_11,S_Bituminous Coal_10,6.0
195,I_Peridotite_11,S_Breccia_11,6.0
196,I_Peridotite_11,S_Chert_03,3.0
197,I_Peridotite_11,S_Conglomerate_08,6.0
198,I_Peridotite_11,S_Dolomite_12,6.0
199,I_Peridotite_11,S_Micrite_09,6.0
200,I_Peridotite_11,S_Rock Gypsum_02,5.0
201,I_Peridotite_11,S_Rock Salt_12,6.0
202,I_Peridotite_11,S_Sandstone_12,6.0
203,I_Peridotite_11,S_Shale_04,6.0
204,I_Pumice_06,I_Rhyolite_11,6.0
205,I_Pumice_06,M_Amphibolite_07,6.0
206,I_Pumice_06,M_Anthracite_12,6.0
207,I_Pumice_06,M_Gneiss_07,5.0
208,I_Pumice_06,M_Hornfels_08,5.0
209,I_Pumice_06,M_Marble_04,5.0
210,I_Pumice_06,M_Migmatite_08,6.0
211,I_Pumice_06,M_Phyllite_09,6.0
212,I_Pumice_06,M_Quartzite_09,6.0
213,I_Pumice_06,M_Schist_02,5.0
214,I_Pumice_06,M_Slate_09,4.0
215,I_Pumice_06,S_Bituminous Coal_10,7.0
216,I_Pumice_06,S_Breccia_11,6.0
217,I_Pumice_06,S_Chert_03,4.0
218,I_Pumice_06,S_Conglomerate_08,5.0
219,I_Pumice_06,S_Dolomite_12,6.0
220,I_Pumice_06,S_Micrite_09,5.0
221,I_Pumice_06,S_Rock Gypsum_02,6.0
222,I_Pumice_06,S_Rock Salt_12,5.0
223,I_Pumice_06,S_Sandstone_12,6.0
224,I_Pumice_06,S_Shale_04,6.0
225,I_Rhyolite_11,M_Amphibolite_07,7.0
226,I_Rhyolite_11,M_Anthracite_12,6.0
227,I_Rhyolite_11,M_Gneiss_07,6.0
228,I_Rhyolite_11,M_Hornfels_08,6.0
229,I_Rhyolite_11,M_Marble_04,4.0
230,I_Rhyolite_11,M_Migmatite_08,6.0
231,I_Rhyolite_11,M_Phyllite_09,6.0
232,I_Rhyolite_11,M_Quartzite_09,5.0
233,I_Rhyolite_11,M_Schist_02,6.0
234,I_Rhyolite_11,M_Slate_09,3.0
235,I_Rhyolite_11,S_Bituminous Coal_10,6.0
236,I_Rhyolite_11,S_Breccia_11,6.0
237,I_Rhyolite_11,S_Chert_03,5.0
238,I_Rhyolite_11,S_Conglomerate_08,5.0
239,I_Rhyolite_11,S_Dolomite_12,6.0
240,I_Rhyolite_11,S_Micrite_09,6.0
241,I_Rhyolite_11,S_Rock Gypsum_02,5.0
242,I_Rhyolite_11,S_Rock Salt_12,4.0
243,I_Rhyolite_11,S_Sandstone_12,6.0
244,I_Rhyolite_11,S_Shale_04,6.0
245,M_Amphibolite_07,M_Anthracite_12,6.0
246,M_Amphibolite_07,M_Gneiss_07,5.0
247,M_Amphibolite_07,M_Hornfels_08,6.0
248,M_Amphibolite_07,M_Marble_04,3.0
249,M_Amphibolite_07,M_Migmatite_08,6.0
250,M_Amphibolite_07,M_Phyllite_09,6.0
251,M_Amphibolite_07,M_Quartzite_09,6.0
252,M_Amphibolite_07,M_Schist_02,6.0
253,M_Amphibolite_07,M_Slate_09,3.0
254,M_Amphibolite_07,S_Bituminous Coal_10,6.0
255,M_Amphibolite_07,S_Breccia_11,5.0
256,M_Amphibolite_07,S_Chert_03,3.0
257,M_Amphibolite_07,S_Conglomerate_08,6.0
258,M_Amphibolite_07,S_Dolomite_12,6.0
259,M_Amphibolite_07,S_Micrite_09,6.0
260,M_Amphibolite_07,S_Rock Gypsum_02,4.0
261,M_Amphibolite_07,S_Rock Salt_12,6.0
262,M_Amphibolite_07,S_Sandstone_12,4.0
263,M_Amphibolite_07,S_Shale_04,6.0
264,M_Anthracite_12,M_Gneiss_07,6.0
265,M_Anthracite_12,M_Hornfels_08,6.0
266,M_Anthracite_12,M_Marble_04,3.0
267,M_Anthracite_12,M_Migmatite_08,6.0
268,M_Anthracite_12,M_Phyllite_09,6.0
269,M_Anthracite_12,M_Quartzite_09,3.0
270,M_Anthracite_12,M_Schist_02,5.0
271,M_Anthracite_12,M_Slate_09,3.0
272,M_Anthracite_12,S_Bituminous Coal_10,4.0
273,M_Anthracite_12,S_Breccia_11,6.0
274,M_Anthracite_12,S_Chert_03,3.0
275,M_Anthracite_12,S_Conglomerate_08,6.0
276,M_Anthracite_12,S_Dolomite_12,3.0
277,M_Anthracite_12,S_Micrite_09,6.0
278,M_Anthracite_12,S_Rock Gypsum_02,3.0
279,M_Anthracite_12,S_Rock Salt_12,3.0
280,M_Anthracite_12,S_Sandstone_12,3.0
281,M_Anthracite_12,S_Shale_04,5.0
282,M_Gneiss_07,M_Hornfels_08,6.0
283,M_Gneiss_07,M_Marble_04,3.0
284,M_Gneiss_07,M_Migmatite_08,6.0
285,M_Gneiss_07,M_Phyllite_09,6.0
286,M_Gneiss_07,M_Quartzite_09,6.0
287,M_Gneiss_07,M_Schist_02,6.0
288,M_Gneiss_07,M_Slate_09,6.0
289,M_Gneiss_07,S_Bituminous Coal_10,5.0
290,M_Gneiss_07,S_Breccia_11,6.0
291,M_Gneiss_07,S_Chert_03,5.0
292,M_Gneiss_07,S_Conglomerate_08,6.0
293,M_Gneiss_07,S_Dolomite_12,6.0
294,M_Gneiss_07,S_Micrite_09,5.0
295,M_Gneiss_07,S_Rock Gypsum_02,6.0
296,M_Gneiss_07,S_Rock Salt_12,4.0
297,M_Gneiss_07,S_Sandstone_12,5.0
298,M_Gneiss_07,S_Shale_04,6.0
299,M_Hornfels_08,M_Marble_04,5.0
300,M_Hornfels_08,M_Migmatite_08,5.0
301,M_Hornfels_08,M_Phyllite_09,6.0
302,M_Hornfels_08,M_Quartzite_09,6.0
303,M_Hornfels_08,M_Schist_02,6.0
304,M_Hornfels_08,M_Slate_09,5.0
305,M_Hornfels_08,S_Bituminous Coal_10,6.0
306,M_Hornfels_08,S_Breccia_11,7.0
307,M_Hornfels_08,S_Chert_03,5.0
308,M_Hornfels_08,S_Conglomerate_08,5.0
309,M_Hornfels_08,S_Dolomite_12,6.0
310,M_Hornfels_08,S_Micrite_09,6.0
311,M_Hornfels_08,S_Rock Gypsum_02,4.0
312,M_Hornfels_08,S_Rock Salt_12,4.0
313,M_Hornfels_08,S_Sandstone_12,3.0
314,M_Hornfels_08,S_Shale_04,6.0
315,M_Marble_04,M_Migmatite_08,6.0
316,M_Marble_04,M_Phyllite_09,6.0
317,M_Marble_04,M_Quartzite_09,6.0
318,M_Marble_04,M_Schist_02,6.0
319,M_Marble_04,M_Slate_09,6.0
320,M_Marble_04,S_Bituminous Coal_10,6.0
321,M_Marble_04,S_Breccia_11,6.0
322,M_Marble_04,S_Chert_03,5.0
323,M_Marble_04,S_Conglomerate_08,6.0
324,M_Marble_04,S_Dolomite_12,5.0
325,M_Marble_04,S_Micrite_09,6.0
326,M_Marble_04,S_Rock Gypsum_02,6.0
327,M_Marble_04,S_Rock Salt_12,6.0
328,M_Marble_04,S_Sandstone_12,6.0
329,M_Marble_04,S_Shale_04,6.0
330,M_Migmatite_08,M_Phyllite_09,6.0
331,M_Migmatite_08,M_Quartzite_09,5.0
332,M_Migmatite_08,M_Schist_02,6.0
333,M_Migmatite_08,M_Slate_09,6.0
334,M_Migmatite_08,S_Bituminous Coal_10,6.0
335,M_Migmatite_08,S_Breccia_11,6.0
336,M_Migmatite_08,S_Chert_03,5.0
337,M_Migmatite_08,S_Conglomerate_08,5.0
338,M_Migmatite_08,S_Dolomite_12,6.0
339,M_Migmatite_08,S_Micrite_09,6.0
340,M_Migmatite_08,S_Rock Gypsum_02,5.0
341,M_Migmatite_08,S_Rock Salt_12,6.0
342,M_Migmatite_08,S_Sandstone_12,5.0
343,M_Migmatite_08,S_Shale_04,6.0
344,M_Phyllite_09,M_Quartzite_09,5.0
345,M_Phyllite_09,M_Schist_02,5.0
346,M_Phyllite_09,M_Slate_09,6.0
347,M_Phyllite_09,S_Bituminous Coal_10,6.0
348,M_Phyllite_09,S_Breccia_11,7.0
349,M_Phyllite_09,S_Chert_03,3.0
350,M_Phyllite_09,S_Conglomerate_08,6.0
351,M_Phyllite_09,S_Dolomite_12,5.0
352,M_Phyllite_09,S_Micrite_09,5.0
353,M_Phyllite_09,S_Rock Gypsum_02,5.0
354,M_Phyllite_09,S_Rock Salt_12,4.0
355,M_Phyllite_09,S_Sandstone_12,6.0
356,M_Phyllite_09,S_Shale_04,6.0
357,M_Quartzite_09,M_Schist_02,5.0
358,M_Quartzite_09,M_Slate_09,5.0
359,M_Quartzite_09,S_Bituminous Coal_10,5.0
360,M_Quartzite_09,S_Breccia_11,6.0
361,M_Quartzite_09,S_Chert_03,5.0
362,M_Quartzite_09,S_Conglomerate_08,5.0
363,M_Quartzite_09,S_Dolomite_12,5.0
364,M_Quartzite_09,S_Micrite_09,6.0
365,M_Quartzite_09,S_Rock Gypsum_02,5.0
366,M_Quartzite_09,S_Rock Salt_12,5.0
367,M_Quartzite_09,S_Sandstone_12,5.0
368,M_Quartzite_09,S_Shale_04,6.0
369,M_Schist_02,M_Slate_09,3.0
370,M_Schist_02,S_Bituminous Coal_10,5.0
371,M_Schist_02,S_Breccia_11,6.0
372,M_Schist_02,S_Chert_03,6.0
373,M_Schist_02,S_Conglomerate_08,5.0
374,M_Schist_02,S_Dolomite_12,5.0
375,M_Schist_02,S_Micrite_09,5.0
376,M_Schist_02,S_Rock Gypsum_02,4.0
377,M_Schist_02,S_Rock Salt_12,5.0
378,M_Schist_02,S_Sandstone_12,5.0
379,M_Schist_02,S_Shale_04,6.0
380,M_Slate_09,S_Bituminous Coal_10,5.0
381,M_Slate_09,S_Breccia_11,7.0
382,M_Slate_09,S_Chert_03,6.0
383,M_Slate_09,S_Conglomerate_08,6.0
384,M_Slate_09,S_Dolomite_12,6.0
385,M_Slate_09,S_Micrite_09,6.0
386,M_Slate_09,S_Rock Gypsum_02,6.0
387,M_Slate_09,S_Rock Salt_12,3.0
388,M_Slate_09,S_Sandstone_12,6.0
389,M_Slate_09,S_Shale_04,6.0
390,S_Bituminous Coal_10,S_Breccia_11,7.0
391,S_Bituminous Coal_10,S_Chert_03,3.0
392,S_Bituminous Coal_10,S_Conglomerate_08,5.0
393,S_Bituminous Coal_10,S_Dolomite_12,5.0
394,S_Bituminous Coal_10,S_Micrite_09,5.0
395,S_Bituminous Coal_10,S_Rock Gypsum_02,6.0
396,S_Bituminous Coal_10,S_Rock Salt_12,3.0
397,S_Bituminous Coal_10,S_Sandstone_12,3.0
398,S_Bituminous Coal_10,S_Shale_04,6.0
399,S_Breccia_11,S_Chert_03,6.0
400,S_Breccia_11,S_Conglomerate_08,6.0
401,S_Breccia_11,S_Dolomite_12,5.0
402,S_Breccia_11,S_Micrite_09,7.0
403,S_Breccia_11,S_Rock Gypsum_02,6.0
404,S_Breccia_11,S_Rock Salt_12,3.0
405,S_Breccia_11,S_Sandstone_12,3.0
406,S_Breccia_11,S_Shale_04,3.0
407,S_Chert_03,S_Conglomerate_08,6.0
408,S_Chert_03,S_Dolomite_12,6.0
409,S_Chert_03,S_Micrite_09,7.0
410,S_Chert_03,S_Rock Gypsum_02,6.0
411,S_Chert_03,S_Rock Salt_12,6.0
412,S_Chert_03,S_Sandstone_12,6.0
413,S_Chert_03,S_Shale_04,3.0
414,S_Conglomerate_08,S_Dolomite_12,5.0
415,S_Conglomerate_08,S_Micrite_09,5.0
416,S_Conglomerate_08,S_Rock Gypsum_02,6.0
417,S_Conglomerate_08,S_Rock Salt_12,5.0
418,S_Conglomerate_08,S_Sandstone_12,6.0
419,S_Conglomerate_08,S_Shale_04,6.0
420,S_Dolomite_12,S_Micrite_09,6.0
421,S_Dolomite_12,S_Rock Gypsum_02,6.0
422,S_Dolomite_12,S_Rock Salt_12,5.0
423,S_Dolomite_12,S_Sandstone_12,6.0
424,S_Dolomite_12,S_Shale_04,6.0
425,S_Micrite_09,S_Rock Gypsum_02,6.0
426,S_Micrite_09,S_Rock Salt_12,3.0
427,S_Micrite_09,S_Sandstone_12,6.0
428,S_Micrite_09,S_Shale_04,6.0
429,S_Rock Gypsum_02,S_Rock Salt_12,6.0
430,S_Rock Gypsum_02,S_Sandstone_12,7.0
431,S_Rock Gypsum_02,S_Shale_04,6.0
432,S_Rock Salt_12,S_Sandstone_12,5.0
433,S_Rock Salt_12,S_Shale_04,6.0
434,S_Sandstone_12,S_Shale_04,4.0
