Rock1,Rock2,Human Rating,ChatGPT Rating
I_Gabbro_03,M_Amphibolite_07,7.2941,8.058013782804764
I_Gabbro_03,M_Anthracite_12,4.5441,1.0117461565522234
I_Gabbro_03,M_Gneiss_07,5.6176,2.1838143474803626
I_Gabbro_03,M_Hornfels_08,5.7206,1.8759925235560682
I_Gabbro_03,M_Marble_04,4.5147,1.506223717720501
I_Gabbro_03,M_Migmatite_08,6.1324,7.164629935928835
I_Gabbro_03,M_Phyllite_09,4.7941,1.9067087637511044
I_Gabbro_03,M_Quartzite_09,6.2647,3.330988835418406
I_Gabbro_03,M_Schist_02,6.1471,4.996218374866014
I_Gabbro_03,M_Slate_09,3.6618,1.1680498195979858
I_Gabbro_03,S_Bituminous Coal_10,4.9559,1.0091721844952053
I_Gabbro_03,S_Breccia_11,4.0588,1.0017633368392036
I_Gabbro_03,S_Chert_03,2.8382,1.0063225799965607
I_Gabbro_03,S_Conglomerate_08,3.3676,1.076065510121064
I_Gabbro_03,S_Dolomite_12,4.1324,1.0587148963238369
I_Gabbro_03,S_Micrite_09,3.6176,1.0842442131380574
I_Gabbro_03,S_Rock Gypsum_02,3.7794,1.001380269146904
I_Gabbro_03,S_Rock Salt_12,3.2206,1.003305139875778
I_Gabbro_03,S_Sandstone_12,2.2794,1.001224850681759
I_Gabbro_03,S_Shale_04,5.0294,1.1771504875829792
I_Granite_11,I_Obsidian_09,2.5147,1.0002119365217006
I_Granite_11,I_Pegmatite_01,4.7059,1.763510359812505
I_Granite_11,I_Peridotite_11,3.6618,1.392519412836393
I_Granite_11,I_Pumice_06,3.5,1.0150269100152298
I_Granite_11,I_Rhyolite_11,3.4706,1.0247581643306707
I_Granite_11,M_Amphibolite_07,5.6029,3.5069545843169196
I_Granite_11,M_Anthracite_12,3.0735,1.00045678630614
I_Granite_11,M_Gneiss_07,3.8235,1.546619228201008
I_Granite_11,M_Hornfels_08,3.7206,1.017323482980022
I_Granite_11,M_Marble_04,5.1765,2.9427177355611236
I_Granite_11,M_Migmatite_08,4.8676,4.040062165147704
I_Granite_11,M_Phyllite_09,3.1912,1.0676544953174152
I_Granite_11,M_Quartzite_09,4.9265,2.773837853590425
I_Granite_11,M_Schist_02,5.0735,1.6563833284747076
I_Granite_11,M_Slate_09,2.8824,1.0733254879317962
I_Granite_11,S_Bituminous Coal_10,3.2353,1.0001881061124833
I_Granite_11,S_Breccia_11,4.3235,1.2595947214839247
I_Granite_11,S_Chert_03,3.0,1.0171537659211605
I_Granite_11,S_Conglomerate_08,3.9853,1.1809483030445758
I_Granite_11,S_Dolomite_12,4.1618,1.0449301089205656
I_Granite_11,S_Micrite_09,3.1618,1.085285864812256
I_Granite_11,S_Rock Gypsum_02,4.3676,1.3702447272117155
I_Granite_11,S_Rock Salt_12,4.3235,1.2402345392238747
I_Granite_11,S_Sandstone_12,2.5882,1.011503670493171
I_Granite_11,S_Shale_04,2.75,1.0020181333072007
I_Obsidian_09,I_Pegmatite_01,3.2059,1.0029732287254112
I_Obsidian_09,I_Peridotite_11,3.2059,1.0012183053503876
I_Obsidian_09,I_Pumice_06,2.3676,1.0000900183261707
I_Obsidian_09,I_Rhyolite_11,3.9265,1.0167519111901802
I_Obsidian_09,M_Amphibolite_07,4.7353,1.0914488783405638
I_Obsidian_09,M_Anthracite_12,8.0,7.255501460527525
I_Obsidian_09,M_Gneiss_07,4.0735,1.033105157610388
I_Obsidian_09,M_Hornfels_08,5.5147,2.2649134051034965
I_Obsidian_09,M_Marble_04,3.3382,1.0005914775266704
I_Obsidian_09,M_Migmatite_08,4.0,1.0169936460897755
I_Obsidian_09,M_Phyllite_09,4.3382,1.6431650527467463
I_Obsidian_09,M_Quartzite_09,3.3235,1.000521572752157
I_Obsidian_09,M_Schist_02,4.0294,1.0195706093923333
I_Obsidian_09,M_Slate_09,3.25,1.0823103450430023
I_Obsidian_09,S_Bituminous Coal_10,7.0588,3.143064528502648
I_Obsidian_09,S_Breccia_11,2.3235,1.0009601295892494
I_Obsidian_09,S_Chert_03,4.1912,1.0453109128083646
I_Obsidian_09,S_Conglomerate_08,2.9559,1.0026050824146981
I_Obsidian_09,S_Dolomite_12,3.2059,1.0004537880126931
I_Obsidian_09,S_Micrite_09,4.4118,1.0798825445016975
I_Obsidian_09,S_Rock Gypsum_02,4.0441,1.0004603424950242
I_Obsidian_09,S_Rock Salt_12,3.7794,1.0012752756206105
I_Obsidian_09,S_Sandstone_12,2.4706,1.0020178646308069
I_Obsidian_09,S_Shale_04,5.6029,2.133035756509284
I_Pegmatite_01,I_Peridotite_11,5.7059,2.0806738332065686
I_Pegmatite_01,I_Pumice_06,3.8382,1.0350638084119756
I_Pegmatite_01,I_Rhyolite_11,2.7059,1.0797759810180827
I_Pegmatite_01,M_Amphibolite_07,4.0441,1.5091048009479886
I_Pegmatite_01,M_Anthracite_12,3.3235,1.0084535269175134
I_Pegmatite_01,M_Gneiss_07,4.6471,1.3796329701836283
I_Pegmatite_01,M_Hornfels_08,3.9559,1.025016486021142
I_Pegmatite_01,M_Marble_04,2.5588,1.9733763215936497
I_Pegmatite_01,M_Migmatite_08,4.8235,2.078527181761918
I_Pegmatite_01,M_Phyllite_09,4.3382,1.1512998565966488
I_Pegmatite_01,M_Quartzite_09,3.1618,1.836230394811282
I_Pegmatite_01,M_Schist_02,5.4559,1.417957679611714
I_Pegmatite_01,M_Slate_09,2.8824,1.2481498479284479
I_Pegmatite_01,S_Bituminous Coal_10,3.2353,1.0006526836386271
I_Pegmatite_01,S_Breccia_11,2.8971,1.068741294187495
I_Pegmatite_01,S_Chert_03,4.2941,1.0750488890819616
I_Pegmatite_01,S_Conglomerate_08,5.8676,1.771699765723332
I_Pegmatite_01,S_Dolomite_12,2.7941,1.0446071316168424
I_Pegmatite_01,S_Micrite_09,3.5,1.0245470267398296
I_Pegmatite_01,S_Rock Gypsum_02,2.9118,1.453724607183763
I_Pegmatite_01,S_Rock Salt_12,3.3971,1.1124748781813414
I_Pegmatite_01,S_Sandstone_12,2.7059,1.0089852909772163
I_Pegmatite_01,S_Shale_04,2.7059,1.0048567614704884
I_Peridotite_11,I_Pumice_06,5.5735,1.259847041599576
I_Peridotite_11,I_Rhyolite_11,3.1765,1.5091058047297294
I_Peridotite_11,M_Amphibolite_07,4.8824,1.6252020362495194
I_Peridotite_11,M_Anthracite_12,2.9265,1.0064423665141535
I_Peridotite_11,M_Gneiss_07,4.5147,1.962763578451956
I_Peridotite_11,M_Hornfels_08,4.4559,1.128089614420869
I_Peridotite_11,M_Marble_04,2.6471,1.013680750392373
I_Peridotite_11,M_Migmatite_08,5.5882,2.2036110592009956
I_Peridotite_11,M_Phyllite_09,6.7206,2.8667577158998494
I_Peridotite_11,M_Quartzite_09,3.4118,1.5881894261638771
I_Peridotite_11,M_Schist_02,5.5441,2.600439220381014
I_Peridotite_11,M_Slate_09,2.8088,1.131523877852911
I_Peridotite_11,S_Bituminous Coal_10,3.4265,1.0116582281226854
I_Peridotite_11,S_Breccia_11,2.1765,1.001125145452958
I_Peridotite_11,S_Chert_03,3.3382,1.0084390336139444
I_Peridotite_11,S_Conglomerate_08,6.1471,6.967980498860769
I_Peridotite_11,S_Dolomite_12,3.3676,1.2223105303293222
I_Peridotite_11,S_Micrite_09,4.1618,1.8108467747157206
I_Peridotite_11,S_Rock Gypsum_02,2.7647,1.0009666637804941
I_Peridotite_11,S_Rock Salt_12,2.5294,1.000669649407351
I_Peridotite_11,S_Sandstone_12,2.9559,1.0760680952279333
I_Peridotite_11,S_Shale_04,3.2941,1.0095625283408256
I_Pumice_06,I_Rhyolite_11,3.8382,1.3055136852195988
I_Pumice_06,M_Amphibolite_07,3.0882,1.0009603358794972
I_Pumice_06,M_Anthracite_12,2.3971,1.0056897206679718
I_Pumice_06,M_Gneiss_07,4.5,2.2760130725871592
I_Pumice_06,M_Hornfels_08,3.0882,1.002045064778739
I_Pumice_06,M_Marble_04,2.9412,1.0250022654978321
I_Pumice_06,M_Migmatite_08,4.1176,1.2478837352963525
I_Pumice_06,M_Phyllite_09,4.5588,1.4349529369586453
I_Pumice_06,M_Quartzite_09,2.9706,1.0421519911819201
I_Pumice_06,M_Schist_02,3.6618,1.0182574688799129
I_Pumice_06,M_Slate_09,2.9412,1.0932639096218193
I_Pumice_06,S_Bituminous Coal_10,2.9706,1.000400437419705
I_Pumice_06,S_Breccia_11,2.1029,1.0001134921917305
I_Pumice_06,S_Chert_03,4.3088,1.1319397058624794
I_Pumice_06,S_Conglomerate_08,4.5441,1.7127230332880587
I_Pumice_06,S_Dolomite_12,4.3382,2.122603258263156
I_Pumice_06,S_Micrite_09,4.25,1.317907697727066
I_Pumice_06,S_Rock Gypsum_02,2.9706,1.0094408913780273
I_Pumice_06,S_Rock Salt_12,2.1324,1.0001870645011564
I_Pumice_06,S_Sandstone_12,5.5147,3.4210490016000135
I_Pumice_06,S_Shale_04,2.3382,1.0015645862134968
I_Rhyolite_11,M_Amphibolite_07,4.2647,1.8250571510739622
I_Rhyolite_11,M_Anthracite_12,3.7059,1.0318865249926505
I_Rhyolite_11,M_Gneiss_07,4.5588,2.183442549533088
I_Rhyolite_11,M_Hornfels_08,5.8824,1.6602813021239953
I_Rhyolite_11,M_Marble_04,5.5,2.136519238081768
I_Rhyolite_11,M_Migmatite_08,4.3088,2.405682126964325
I_Rhyolite_11,M_Phyllite_09,4.5,2.565241341600031
I_Rhyolite_11,M_Quartzite_09,5.8382,2.813654212960869
I_Rhyolite_11,M_Schist_02,5.4265,2.684229660728205
I_Rhyolite_11,M_Slate_09,6.5147,4.384427344192727
I_Rhyolite_11,S_Bituminous Coal_10,4.8382,1.1177060894226005
I_Rhyolite_11,S_Breccia_11,2.3235,1.0008377747671624
I_Rhyolite_11,S_Chert_03,3.8529,1.2969043269921094
I_Rhyolite_11,S_Conglomerate_08,2.9559,1.7207792519772758
I_Rhyolite_11,S_Dolomite_12,6.9853,3.4505489987242277
I_Rhyolite_11,S_Micrite_09,4.4559,4.1505316698798955
I_Rhyolite_11,S_Rock Gypsum_02,4.9853,1.0801265872263268
I_Rhyolite_11,S_Rock Salt_12,3.7794,1.0014165241829216
I_Rhyolite_11,S_Sandstone_12,3.9118,1.3398377990335009
I_Rhyolite_11,S_Shale_04,5.5294,2.9653915633103787
M_Amphibolite_07,M_Anthracite_12,5.4706,1.9316531496468259
M_Amphibolite_07,M_Gneiss_07,4.6912,1.402976151603379
M_Amphibolite_07,M_Hornfels_08,5.8676,2.941492102124964
M_Amphibolite_07,M_Marble_04,3.4559,1.15644104309717
M_Amphibolite_07,M_Migmatite_08,5.2941,3.8219733559570153
M_Amphibolite_07,M_Phyllite_09,4.2059,1.4946687617149037
M_Amphibolite_07,M_Quartzite_09,5.4706,2.1408327802241556
M_Amphibolite_07,M_Schist_02,6.4118,2.6678582249612
M_Amphibolite_07,M_Slate_09,3.6912,1.1072305967628182
M_Amphibolite_07,S_Bituminous Coal_10,5.0588,1.1402373385853621
M_Amphibolite_07,S_Breccia_11,3.8235,1.010227184616747
M_Amphibolite_07,S_Chert_03,2.9853,1.0047789710560466
M_Amphibolite_07,S_Conglomerate_08,3.4412,1.0171506529234096
M_Amphibolite_07,S_Dolomite_12,3.1765,1.0043189007824473
M_Amphibolite_07,S_Micrite_09,2.9265,1.082290999143892
M_Amphibolite_07,S_Rock Gypsum_02,3.3971,1.0025899041866577
M_Amphibolite_07,S_Rock Salt_12,4.6765,1.015155094661638
M_Amphibolite_07,S_Sandstone_12,2.3382,1.0054116683416592
M_Amphibolite_07,S_Shale_04,4.9412,1.3224520940431537
M_Anthracite_12,M_Gneiss_07,3.6029,1.1044449049634344
M_Anthracite_12,M_Hornfels_08,5.8088,3.810465075064202
M_Anthracite_12,M_Marble_04,3.3824,1.0020309715805915
M_Anthracite_12,M_Migmatite_08,3.7794,1.0932649612909404
M_Anthracite_12,M_Phyllite_09,3.7647,1.2012134837834438
M_Anthracite_12,M_Quartzite_09,4.2059,1.0092451576208883
M_Anthracite_12,M_Schist_02,4.3088,1.2182369783293274
M_Anthracite_12,M_Slate_09,2.9265,1.0457966946543058
M_Anthracite_12,S_Bituminous Coal_10,6.8824,7.787776298538882
M_Anthracite_12,S_Breccia_11,2.4412,1.0004537044509965
M_Anthracite_12,S_Chert_03,3.0147,1.0007479018802359
M_Anthracite_12,S_Conglomerate_08,2.6618,1.001430069613264
M_Anthracite_12,S_Dolomite_12,2.9118,1.0002771434651703
M_Anthracite_12,S_Micrite_09,3.9118,1.0033427605594905
M_Anthracite_12,S_Rock Gypsum_02,3.5588,1.0007591022924283
M_Anthracite_12,S_Rock Salt_12,4.5,1.0005215586449705
M_Anthracite_12,S_Sandstone_12,2.1324,1.0008422531777985
M_Anthracite_12,S_Shale_04,5.25,1.7257445224352386
M_Gneiss_07,M_Hornfels_08,5.2059,1.159516003422955
M_Gneiss_07,M_Marble_04,3.1471,1.148868659175234
M_Gneiss_07,M_Migmatite_08,7.3676,7.06692150571521
M_Gneiss_07,M_Phyllite_09,5.8529,3.501759065272518
M_Gneiss_07,M_Quartzite_09,4.25,1.79702947968343
M_Gneiss_07,M_Schist_02,4.5735,2.7273205027639755
M_Gneiss_07,M_Slate_09,4.0294,2.5027379617333447
M_Gneiss_07,S_Bituminous Coal_10,4.5735,1.0103826843748078
M_Gneiss_07,S_Breccia_11,2.7059,1.0009494424756584
M_Gneiss_07,S_Chert_03,3.9706,1.047447307346453
M_Gneiss_07,S_Conglomerate_08,4.3382,1.125772116272807
M_Gneiss_07,S_Dolomite_12,4.4559,1.0652485053000347
M_Gneiss_07,S_Micrite_09,5.3824,1.542050714955738
M_Gneiss_07,S_Rock Gypsum_02,3.2794,1.007373986226014
M_Gneiss_07,S_Rock Salt_12,2.5735,1.0033673164423407
M_Gneiss_07,S_Sandstone_12,3.2794,1.050603320126309
M_Gneiss_07,S_Shale_04,4.6324,1.1816276946254625
M_Hornfels_08,M_Marble_04,4.3235,1.0482202462057681
M_Hornfels_08,M_Migmatite_08,5.1618,3.3818747617011056
M_Hornfels_08,M_Phyllite_09,5.7353,3.2463827081532273
M_Hornfels_08,M_Quartzite_09,5.3676,1.7934463585811924
M_Hornfels_08,M_Schist_02,5.75,4.779493479308416
M_Hornfels_08,M_Slate_09,4.3971,3.0233760051299705
M_Hornfels_08,S_Bituminous Coal_10,6.8382,3.9302281318137653
M_Hornfels_08,S_Breccia_11,3.1618,1.0020776906558166
M_Hornfels_08,S_Chert_03,3.1176,1.0182268431900394
M_Hornfels_08,S_Conglomerate_08,3.6765,1.0742649664780073
M_Hornfels_08,S_Dolomite_12,4.7941,1.0322819624323767
M_Hornfels_08,S_Micrite_09,5.5,2.1567523748146935
M_Hornfels_08,S_Rock Gypsum_02,3.9706,1.0033441733747535
M_Hornfels_08,S_Rock Salt_12,3.6618,1.003366073058435
M_Hornfels_08,S_Sandstone_12,2.8088,1.00109514145062
M_Hornfels_08,S_Shale_04,5.3971,5.52506441439592
M_Marble_04,M_Migmatite_08,3.4412,2.3773544415494965
M_Marble_04,M_Phyllite_09,3.1176,1.025951051705569
M_Marble_04,M_Quartzite_09,6.8382,6.549889776609969
M_Marble_04,M_Schist_02,4.2794,1.0109967420465427
M_Marble_04,M_Slate_09,3.3235,1.0062700242062
M_Marble_04,S_Bituminous Coal_10,3.0882,1.0001292835549007
M_Marble_04,S_Breccia_11,3.7794,1.0081681081189864
M_Marble_04,S_Chert_03,3.1618,1.1635814343943551
M_Marble_04,S_Conglomerate_08,2.4559,1.0209547432712531
M_Marble_04,S_Dolomite_12,5.5441,2.520295257396453
M_Marble_04,S_Micrite_09,3.9412,1.1968369329440878
M_Marble_04,S_Rock Gypsum_02,7.0882,4.593801028857686
M_Marble_04,S_Rock Salt_12,6.4706,2.5567857285340696
M_Marble_04,S_Sandstone_12,2.6176,1.3309006710605247
M_Marble_04,S_Shale_04,2.9118,1.000396014761463
M_Migmatite_08,M_Phyllite_09,6.0882,2.25888787981966
M_Migmatite_08,M_Quartzite_09,5.4118,2.3682395769278743
M_Migmatite_08,M_Schist_02,5.2353,5.36201527210175
M_Migmatite_08,M_Slate_09,3.6765,2.567828212352805
M_Migmatite_08,S_Bituminous Coal_10,5.0294,1.1024926879768966
M_Migmatite_08,S_Breccia_11,2.2941,1.0009745010556026
M_Migmatite_08,S_Chert_03,3.5735,1.0103764811648126
M_Migmatite_08,S_Conglomerate_08,4.2206,1.1810463702175613
M_Migmatite_08,S_Dolomite_12,5.1618,1.067678371987969
M_Migmatite_08,S_Micrite_09,4.4853,1.408919252270643
M_Migmatite_08,S_Rock Gypsum_02,3.0735,1.0134041745634583
M_Migmatite_08,S_Rock Salt_12,2.9265,1.0020778179053644
M_Migmatite_08,S_Sandstone_12,3.5588,1.050238633303456
M_Migmatite_08,S_Shale_04,4.4559,1.1738535583825989
M_Phyllite_09,M_Quartzite_09,4.2059,2.0552175845186618
M_Phyllite_09,M_Schist_02,5.6471,7.015303670794123
M_Phyllite_09,M_Slate_09,3.6029,2.1270724260814737
M_Phyllite_09,S_Bituminous Coal_10,4.6765,1.4025972194339258
M_Phyllite_09,S_Breccia_11,2.1765,1.001232487742899
M_Phyllite_09,S_Chert_03,3.8529,1.0104706226837283
M_Phyllite_09,S_Conglomerate_08,4.5147,1.110518463802657
M_Phyllite_09,S_Dolomite_12,4.3676,1.251428028274403
M_Phyllite_09,S_Micrite_09,5.4559,2.1405905289320817
M_Phyllite_09,S_Rock Gypsum_02,3.0882,1.0092460226321873
M_Phyllite_09,S_Rock Salt_12,2.9265,1.0026252240176314
M_Phyllite_09,S_Sandstone_12,3.9706,1.0200119962290661
M_Phyllite_09,S_Shale_04,3.8088,2.4156013904260543
M_Quartzite_09,M_Schist_02,5.5735,2.8173552278338123
M_Quartzite_09,M_Slate_09,4.3235,2.04104029384549
M_Quartzite_09,S_Bituminous Coal_10,3.3529,1.0005830071526238
M_Quartzite_09,S_Breccia_11,4.1912,1.0506196656643711
M_Quartzite_09,S_Chert_03,3.0294,2.3657733178014304
M_Quartzite_09,S_Conglomerate_08,2.9412,1.7304953925812083
M_Quartzite_09,S_Dolomite_12,5.1912,2.6500056129972003
M_Quartzite_09,S_Micrite_09,3.8382,2.58744676883978
M_Quartzite_09,S_Rock Gypsum_02,5.5882,1.8312520778141326
M_Quartzite_09,S_Rock Salt_12,5.0147,1.0854137629027747
M_Quartzite_09,S_Sandstone_12,2.6176,1.1894068866492318
M_Quartzite_09,S_Shale_04,4.0294,1.0107167188249373
M_Schist_02,M_Slate_09,4.3971,2.7488043566543685
M_Schist_02,S_Bituminous Coal_10,4.7059,1.9920860434262968
M_Schist_02,S_Breccia_11,3.1912,1.0012502712774207
M_Schist_02,S_Chert_03,3.3235,1.0075625396276384
M_Schist_02,S_Conglomerate_08,5.2206,1.531416752599135
M_Schist_02,S_Dolomite_12,4.8529,1.2228412579559707
M_Schist_02,S_Micrite_09,3.7206,1.9942144064526215
M_Schist_02,S_Rock Gypsum_02,3.8529,1.012604809023961
M_Schist_02,S_Rock Salt_12,5.0882,1.025011366004786
M_Schist_02,S_Sandstone_12,2.6324,1.005017010833729
M_Schist_02,S_Shale_04,3.9412,2.1153278570081238
M_Slate_09,S_Bituminous Coal_10,3.8676,1.2769485664260172
M_Slate_09,S_Breccia_11,2.0588,1.002315651433841
M_Slate_09,S_Chert_03,3.7941,1.2137625119781654
M_Slate_09,S_Conglomerate_08,2.7941,1.0971738296205762
M_Slate_09,S_Dolomite_12,5.4706,1.3546229023527245
M_Slate_09,S_Micrite_09,4.2059,3.268412153802229
M_Slate_09,S_Rock Gypsum_02,4.1029,1.0117438810449542
M_Slate_09,S_Rock Salt_12,3.5588,1.00206011240194
M_Slate_09,S_Sandstone_12,2.7059,1.051529910302316
M_Slate_09,S_Shale_04,5.8088,6.877010034579396
S_Bituminous Coal_10,S_Breccia_11,2.2647,1.0001861788549569
S_Bituminous Coal_10,S_Chert_03,3.0882,1.0002429277714273
S_Bituminous Coal_10,S_Conglomerate_08,2.9706,1.0013961867202135
S_Bituminous Coal_10,S_Dolomite_12,4.3971,1.0009747230027708
S_Bituminous Coal_10,S_Micrite_09,4.7941,1.0136800191564876
S_Bituminous Coal_10,S_Rock Gypsum_02,3.0147,1.0002429158055823
S_Bituminous Coal_10,S_Rock Salt_12,3.2353,1.0002175502548323
S_Bituminous Coal_10,S_Sandstone_12,3.0441,1.002274083262426
S_Bituminous Coal_10,S_Shale_04,6.8382,2.730957390609626
S_Breccia_11,S_Chert_03,2.1912,1.0006601998340696
S_Breccia_11,S_Conglomerate_08,2.8382,1.179825517584493
S_Breccia_11,S_Dolomite_12,2.5147,1.0002145596820478
S_Breccia_11,S_Micrite_09,2.7353,1.0078926003660957
S_Breccia_11,S_Rock Gypsum_02,3.2206,1.0011253599947345
S_Breccia_11,S_Rock Salt_12,2.6765,1.0001650874094152
S_Breccia_11,S_Sandstone_12,2.1471,1.0007394145621398
S_Breccia_11,S_Shale_04,2.1618,1.0000701265825747
S_Chert_03,S_Conglomerate_08,3.8088,1.5394808930202024
S_Chert_03,S_Dolomite_12,4.3235,2.8870421229807977
S_Chert_03,S_Micrite_09,5.7647,6.665015343645317
S_Chert_03,S_Rock Gypsum_02,4.4853,1.3488499424938323
S_Chert_03,S_Rock Salt_12,2.9265,1.0823179145198112
S_Chert_03,S_Sandstone_12,4.6618,2.1517729639132592
S_Chert_03,S_Shale_04,3.2794,1.0622246005247746
S_Conglomerate_08,S_Dolomite_12,2.8088,1.427281267037151
S_Conglomerate_08,S_Micrite_09,4.4265,1.9862831303440383
S_Conglomerate_08,S_Rock Gypsum_02,2.1912,1.0012407818729152
S_Conglomerate_08,S_Rock Salt_12,2.6765,1.0007529894969243
S_Conglomerate_08,S_Sandstone_12,3.1029,1.1488499635358693
S_Conglomerate_08,S_Shale_04,2.6471,1.0020599351102988
S_Dolomite_12,S_Micrite_09,5.7059,4.940388010994319
