index,Rock1,Rock2,Rock1 Index,Rock2 Index,Human Rating,ChatGPT Rating
56,I_Basalt_02,S_Shale_04,1,29,6.7353,7.0
57,I_Diorite_10,I_Gabbro_03,2,3,6.8382,7.0
58,I_Diorite_10,I_Granite_11,2,4,6.5735,7.0
59,I_Diorite_10,I_Obsidian_09,2,5,3.1176,3.0
60,I_Diorite_10,I_Pegmatite_01,2,6,4.4559,3.0
61,I_Diorite_10,I_Peridotite_11,2,7,5.3529,6.0
62,I_Diorite_10,I_Pumice_06,2,8,3.8529,4.0
63,I_Diorite_10,I_Rhyolite_11,2,9,3.5735,6.0
64,I_Diorite_10,M_Amphibolite_07,2,10,6.3382,7.0
65,I_Diorite_10,M_Anthracite_12,2,11,3.4265,3.0
66,I_Diorite_10,M_Gneiss_07,2,12,4.8529,5.0
67,I_Diorite_10,M_Hornfels_08,2,13,4.1324,6.0
68,I_Diorite_10,M_Marble_04,2,14,3.3235,4.0
69,I_Diorite_10,M_Migmatite_08,2,15,5.7941,7.0
70,I_Diorite_10,M_Phyllite_09,2,16,5.6912,6.0
71,I_Diorite_10,M_Quartzite_09,2,17,4.9559,7.0
72,I_Diorite_10,M_Schist_02,2,18,5.8676,7.0
73,I_Diorite_10,M_Slate_09,2,19,3.1765,6.0
74,I_Diorite_10,S_Bituminous Coal_10,2,20,3.7206,4.0
75,I_Diorite_10,S_Breccia_11,2,21,3.2353,4.0
76,I_Diorite_10,S_Chert_03,2,22,3.2353,4.0
77,I_Diorite_10,S_Conglomerate_08,2,23,4.5,4.0
78,I_Diorite_10,S_Dolomite_12,2,24,4.6176,6.0
79,I_Diorite_10,S_Micrite_09,2,25,3.7353,5.0
80,I_Diorite_10,S_Rock Gypsum_02,2,26,3.2647,4.0
81,I_Diorite_10,S_Rock Salt_12,2,27,3.75,6.0
82,I_Diorite_10,S_Sandstone_12,2,28,2.6471,3.0
83,I_Diorite_10,S_Shale_04,2,29,3.7059,4.0
84,I_Gabbro_03,I_Granite_11,3,4,6.0882,6.0
85,I_Gabbro_03,I_Obsidian_09,3,5,3.8971,3.0
86,I_Gabbro_03,I_Pegmatite_01,3,6,4.0294,3.0
87,I_Gabbro_03,I_Peridotite_11,3,7,4.7206,6.0
88,I_Gabbro_03,I_Pumice_06,3,8,3.3971,3.0
89,I_Gabbro_03,I_Rhyolite_11,3,9,4.0735,7.0
90,I_Gabbro_03,M_Amphibolite_07,3,10,7.2941,8.0
91,I_Gabbro_03,M_Anthracite_12,3,11,4.5441,4.0
92,I_Gabbro_03,M_Gneiss_07,3,12,5.6176,6.0
93,I_Gabbro_03,M_Hornfels_08,3,13,5.7206,7.0
94,I_Gabbro_03,M_Marble_04,3,14,4.5147,4.0
95,I_Gabbro_03,M_Migmatite_08,3,15,6.1324,7.0
96,I_Gabbro_03,M_Phyllite_09,3,16,4.7941,7.0
97,I_Gabbro_03,M_Quartzite_09,3,17,6.2647,6.0
98,I_Gabbro_03,M_Schist_02,3,18,6.1471,7.0
99,I_Gabbro_03,M_Slate_09,3,19,3.6618,6.0
100,I_Gabbro_03,S_Bituminous Coal_10,3,20,4.9559,7.0
101,I_Gabbro_03,S_Breccia_11,3,21,4.0588,3.0
102,I_Gabbro_03,S_Chert_03,3,22,2.8382,4.0
103,I_Gabbro_03,S_Conglomerate_08,3,23,3.3676,3.0
104,I_Gabbro_03,S_Dolomite_12,3,24,4.1324,4.0
105,I_Gabbro_03,S_Micrite_09,3,25,3.6176,5.0
106,I_Gabbro_03,S_Rock Gypsum_02,3,26,3.7794,4.0
107,I_Gabbro_03,S_Rock Salt_12,3,27,3.2206,4.0
108,I_Gabbro_03,S_Sandstone_12,3,28,2.2794,3.0
109,I_Gabbro_03,S_Shale_04,3,29,5.0294,6.0
110,I_Granite_11,I_Obsidian_09,4,5,2.5147,3.0
111,I_Granite_11,I_Pegmatite_01,4,6,4.7059,4.0
112,I_Granite_11,I_Peridotite_11,4,7,3.6618,3.0
113,I_Granite_11,I_Pumice_06,4,8,3.5,3.0
114,I_Granite_11,I_Rhyolite_11,4,9,3.4706,3.0
115,I_Granite_11,M_Amphibolite_07,4,10,5.6029,7.0
116,I_Granite_11,M_Anthracite_12,4,11,3.0735,3.0
117,I_Granite_11,M_Gneiss_07,4,12,3.8235,4.0
118,I_Granite_11,M_Hornfels_08,4,13,3.7206,3.0
119,I_Granite_11,M_Marble_04,4,14,5.1765,4.0
120,I_Granite_11,M_Migmatite_08,4,15,4.8676,7.0
121,I_Granite_11,M_Phyllite_09,4,16,3.1912,3.0
122,I_Granite_11,M_Quartzite_09,4,17,4.9265,6.0
123,I_Granite_11,M_Schist_02,4,18,5.0735,6.0
124,I_Granite_11,M_Slate_09,4,19,2.8824,3.0
125,I_Granite_11,S_Bituminous Coal_10,4,20,3.2353,3.0
126,I_Granite_11,S_Breccia_11,4,21,4.3235,4.0
127,I_Granite_11,S_Chert_03,4,22,3.0,3.0
128,I_Granite_11,S_Conglomerate_08,4,23,3.9853,4.0
129,I_Granite_11,S_Dolomite_12,4,24,4.1618,3.0
130,I_Granite_11,S_Micrite_09,4,25,3.1618,3.0
131,I_Granite_11,S_Rock Gypsum_02,4,26,4.3676,4.0
132,I_Granite_11,S_Rock Salt_12,4,27,4.3235,6.0
133,I_Granite_11,S_Sandstone_12,4,28,2.5882,3.0
134,I_Granite_11,S_Shale_04,4,29,2.75,3.0
135,I_Obsidian_09,I_Pegmatite_01,5,6,3.2059,3.0
136,I_Obsidian_09,I_Peridotite_11,5,7,3.2059,3.0
137,I_Obsidian_09,I_Pumice_06,5,8,2.3676,2.0
138,I_Obsidian_09,I_Rhyolite_11,5,9,3.9265,3.0
139,I_Obsidian_09,M_Amphibolite_07,5,10,4.7353,2.0
